id,level,kind,zh,pinyin,en,status,reviewer,note
cce117ffea3b8b90,5,sentence,他似乎不太高兴。,Tā sìhū bú tài gāoxìng.,He seems not very happy.,fix,claude:claude-opus-5,|Tā sìhū bù tài gāoxìng.||不 keeps its dictionary tone bù in pinyin (no written sandhi).
2659be47de3e8ce6,5,sentence,显然，这不是他的错。,"Xiǎnrán, zhè bú shì tā de cuò.","Obviously, this is not his fault.",fix,claude:claude-opus-5,"|Xiǎnrán, zhè bù shì tā de cuò.||不 should be written bù, not bú."
ca45278959981f48,5,sentence,我曾经在北京住过两年。,Wǒ céngjīng zài Běijīng zhùguo liǎng nián.,I once lived in Beijing for two years.,ok,claude:claude-opus-5,
13c71d68b469dc88,5,sentence,熬夜会导致很多问题。,Áoyè huì dǎozhì hěn duō wèntí.,Staying up late leads to many problems.,ok,claude:claude-opus-5,
e5e6f10ca9f4c536,5,sentence,十年过去了，她依然那么漂亮。,"Shí nián guòqù le, tā yīrán nàme piàoliang.","Ten years have passed, and she is still just as beautiful.",ok,claude:claude-opus-5,
1a62beec73f150e8,5,sentence,你干脆别去了。,Nǐ gāncuì bié qù le.,You might as well just not go.,ok,claude:claude-opus-5,
7859b98f2fb9a69b,5,sentence,他忽然站了起来。,Tā hūrán zhàn le qǐlái.,He suddenly stood up.,ok,claude:claude-opus-5,
8f0292ab752fda5a,5,sentence,我们要不断努力。,Wǒmen yào búduàn nǔlì.,We must keep working hard.,fix,claude:claude-opus-5,|Wǒmen yào bùduàn nǔlì.||不 written with dictionary tone bù.
d0873201f0677172,5,sentence,公司制定了新的计划。,Gōngsī zhìdìng le xīn de jìhuà.,The company drew up a new plan.,ok,claude:claude-opus-5,
c1d0cf635a81a157,5,sentence,他的进步很迅速。,Tā de jìnbù hěn xùnsù.,His progress is very rapid.,ok,claude:claude-opus-5,
f24fd84698dc69b9,5,sentence,请立即回电话。,Qǐng lìjí huí diànhuà.,Please call back immediately.,ok,claude:claude-opus-5,
9ecabd47004bf253,5,sentence,未来会更好。,Wèilái huì gèng hǎo.,The future will be better.,ok,claude:claude-opus-5,
62c4c045690f2d9b,5,sentence,一旦开始，就不要放弃。,"Yídàn kāishǐ, jiù bú yào fàngqì.","Once you start, don't give up.",fix,claude:claude-opus-5,"|Yīdàn kāishǐ, jiù bù yào fàngqì.||一 and 不 keep dictionary tones yī and bù in pinyin."
9d70e228f7edf407,5,sentence,除非下雨，我们都会去。,"Chúfēi xià yǔ, wǒmen dōu huì qù.","Unless it rains, we will all go.",fix,claude:claude-opus-5,"除非下雨，否则我们都会去。|Chúfēi xià yǔ, fǒuzé wǒmen dōu huì qù.||除非 needs 否则 in the second clause to be natural."
1dadc79b58a36e43,5,sentence,我宁可走路，也不坐车。,"Wǒ nìngkě zǒulù, yě bú zuò chē.",I would rather walk than take the bus.,fix,claude:claude-opus-5,"|Wǒ nìngkě zǒulù, yě bù zuò chē.||不 written as bù without sandhi."
de70382129eaf462,5,sentence,幸亏你提醒我了。,Xìngkuī nǐ tíxǐng wǒ le.,Luckily you reminded me.,ok,claude:claude-opus-5,
ae4d5ac8ac1e2eb7,5,sentence,我舍不得离开这里。,Wǒ shěbude líkāi zhèlǐ.,I can't bear to leave here.,ok,claude:claude-opus-5,
0200eec719dcd85e,5,sentence,他忍不住笑了。,Tā rěnbuzhù xiào le.,He couldn't help laughing.,ok,claude:claude-opus-5,
9e8ad96ee5c05e91,5,sentence,去哪儿吃都无所谓。,Qù nǎr chī dōu wúsuǒwèi.,It doesn't matter where we eat.,ok,claude:claude-opus-5,
f447604554fed855,5,sentence,我老婆做饭很好吃。,Wǒ lǎopo zuò fàn hěn hǎochī.,My wife's cooking is delicious.,ok,claude:claude-opus-5,
cd36884e0e0ef371,5,sentence,那个姑娘是谁？,Nàge gūniang shì shéi?,Who is that girl?,ok,claude:claude-opus-5,
d865888ba7721762,5,sentence,我有一个幸福的家庭。,Wǒ yǒu yí ge xìngfú de jiātíng.,I have a happy family.,fix,claude:claude-opus-5,|Wǒ yǒu yī ge xìngfú de jiātíng.||一 keeps its dictionary tone yī (sandhi not written).
3e8bbff3d0582946,5,sentence,我的家乡在南方。,Wǒ de jiāxiāng zài nánfāng.,My hometown is in the south.,ok,claude:claude-opus-5,
