id,level,kind,zh,pinyin,en,status,reviewer,note
16e3e77dde56f354,4,sentence,我们先安排一下时间。,Wǒmen xiān ānpái yíxià shíjiān.,Let's arrange the time first.,,,
ff4ab30acbc2210b,4,sentence,这里很安全。,Zhèlǐ hěn ānquán.,It is safe here.,,,
fd0e612989fe8d0e,4,sentence,请按时到。,Qǐng ànshí dào.,Please arrive on time.,,,
0837fb209ad39299,4,sentence,我保证不迟到。,Wǒ bǎozhèng bù chídào.,I promise I won't be late.,,,
aac4cdd7c04ec9d9,4,sentence,百分之八十的人同意。,Bǎifēnzhī bāshí de rén tóngyì.,Eighty percent of people agree.,,,
b130a6c4bbfedeec,4,sentence,抱歉，我来晚了。,"Bàoqiàn, wǒ lái wǎn le.","Sorry, I came late.",,,
794c366d3126e8b0,4,sentence,他明年大学毕业。,Tā míngnián dàxué bìyè.,He graduates from university next year.,,,
eb5906e6c81d8532,4,sentence,请填一下这张表格。,Qǐng tián yíxià zhè zhāng biǎogé.,Please fill in this form.,,,
fd893e316bb1557e,4,sentence,老师表扬了她。,Lǎoshī biǎoyáng le tā.,The teacher praised her.,,,
8c142fbf0c0807b3,4,sentence,我想吃饼干。,Wǒ xiǎng chī bǐnggān.,I want to eat biscuits.,,,
2e5c5c8e23837251,4,sentence,他很聪明，并且很努力。,"Tā hěn cōngming, bìngqiě hěn nǔlì.","He is smart, and works hard too.",,,
4228b66fe7a3fad3,4,sentence,她是医学博士。,Tā shì yīxué bóshì.,She is a doctor of medicine.,,,
fd75ed5280e4d162,4,sentence,不管多忙，他都锻炼。,"Bùguǎn duō máng, tā dōu duànliàn.","No matter how busy, he exercises.",,,
856861a2658037a6,4,sentence,这不仅是我的问题。,Zhè bùjǐn shì wǒ de wèntí.,This is not only my problem.,,,
3851ee9ac0e141ff,4,sentence,一部分人还没来。,Yí bùfen rén hái méi lái.,Some people haven't come yet.,,,
773809526b33a52d,4,sentence,我们去参观博物馆吧。,Wǒmen qù cānguān bówùguǎn ba.,Let's go visit the museum.,,,
f93e61d5198e6a38,4,sentence,餐厅在二楼。,Cāntīng zài èr lóu.,The restaurant is on the second floor.,,,
a87bf2205423d580,4,sentence,厕所在哪儿？,Cèsuǒ zài nǎr?,Where is the toilet?,,,
5947e1fbd257d4c2,4,sentence,长江很长。,Chángjiāng hěn cháng.,The Yangtze River is very long.,,,
1ae35c117872156d,4,sentence,他成功了！,Tā chénggōng le!,He succeeded!,,,
e590214730593597,4,sentence,他是个诚实的人。,Tā shì ge chéngshí de rén.,He is an honest person.,,,
7bc5126e48c34e4c,4,sentence,我们乘坐火车去上海。,Wǒmen chéngzuò huǒchē qù Shànghǎi.,We take the train to Shanghai.,,,
2fae7f7f778f0b1f,4,sentence,听到这个消息，我很吃惊。,"Tīngdào zhège xiāoxi, wǒ hěn chījīng.",I was surprised to hear this news.,,,
b2d5493da7ceea41,4,sentence,这里不能抽烟。,Zhèlǐ bù néng chōuyān.,You can't smoke here.,,,
cd85438d40bb4e6e,4,sentence,妈妈在厨房做饭。,Māma zài chúfáng zuò fàn.,Mom is cooking in the kitchen.,,,
802aa4cd3f721ff1,4,sentence,请把窗户打开。,Qǐng bǎ chuānghu dǎkāi.,Please open the window.,,,
3e24ce5374fe6a3f,4,sentence,他太粗心了。,Tā tài cūxīn le.,He is too careless.,,,
9302bf0434f1e857,4,sentence,这个答案是错误的。,Zhège dá'àn shì cuòwù de.,This answer is wrong.,,,
7904ebde761b4a72,4,sentence,她打扮得很漂亮。,Tā dǎban de hěn piàoliang.,She dressed up beautifully.,,,
294e42de92a65fd7,4,sentence,打扰一下，请问几点了？,"Dǎrǎo yíxià, qǐngwèn jǐ diǎn le?","Excuse me, what time is it?",,,
89b6e78a0e68b9f0,4,sentence,请帮我打印这份材料。,Qǐng bāng wǒ dǎyìn zhè fèn cáiliào.,Please print this material for me.,,,
b3c157c62cbf47ff,4,sentence,他跟我打了个招呼。,Tā gēn wǒ dǎ le ge zhāohu.,He said hello to me.,,,
f7f6f48f4a1fcb23,4,sentence,这件衣服打八折。,Zhè jiàn yīfu dǎ bā zhé.,This piece of clothing is 20% off.,,,
61527f63cf673dfb,4,sentence,医生给他打了一针。,Yīshēng gěi tā dǎ le yì zhēn.,The doctor gave him an injection.,,,
1b92df280e7b72f1,4,sentence,他大概三点到。,Tā dàgài sān diǎn dào.,He will probably arrive at three.,,,
